return_id,item_id,reason,return_date
1202,54084,late_delivery,2025-02-24 14:32:05
1203,47353,changed_mind,2025-07-05 11:07:14
1204,166971,not_as_described,2025-06-06 00:54:12
1205,197324,damaged,2025-01-12 17:26:45
1206,93610,not_as_described,2024-09-05 03:06:20
1207,157751,changed_mind,2025-02-10 07:22:02
1208,16827,changed_mind,2024-08-13 02:02:40
1209,38043,changed_mind,2024-10-04 14:27:01
1210,147403,not_as_described,2024-08-25 11:01:40
1211,140924,not_as_described,2024-11-29 12:14:23
1212,57987,not_as_described,2024-10-09 10:55:29
1213,23508,late_delivery,2025-04-15 03:19:46
1214,147772,not_as_described,2024-08-13 06:35:27
1215,102318,not_as_described,2025-02-23 13:54:15
1216,180344,not_as_described,2024-12-22 17:47:11
1217,175010,late_delivery,2024-09-07 03:47:23
1218,110823,changed_mind,2024-09-14 11:30:07
1219,42741,damaged,2024-08-19 22:23:34
1220,83234,damaged,2025-05-29 06:39:19
1221,147610,late_delivery,2024-12-06 20:50:05
1222,199826,changed_mind,2024-10-12 21:02:37
1223,105139,not_as_described,2024-09-04 04:11:10
1224,198773,late_delivery,2024-11-04 20:19:19
1225,47527,changed_mind,2025-02-13 16:03:08
1226,41106,changed_mind,2025-03-23 21:37:42
1227,119557,not_as_described,2025-06-27 19:24:58
1228,192511,not_as_described,2024-10-18 04:17:13
1229,110159,not_as_described,2025-03-02 09:07:43
1230,48776,not_as_described,2024-10-30 00:36:55
1231,49651,changed_mind,2024-11-01 06:45:07
1232,103016,late_delivery,2024-11-04 09:20:12
1233,184292,changed_mind,2024-09-01 20:29:26
1234,127890,changed_mind,2024-11-03 12:04:03
1235,95976,late_delivery,2025-02-27 01:22:14
1236,197337,damaged,2025-03-05 17:53:25
1237,177399,damaged,2025-03-12 02:22:28
1238,76708,changed_mind,2025-02-27 00:05:51
1239,124468,changed_mind,2025-03-22 07:44:53
1240,6357,changed_mind,2025-01-22 02:55:56
1241,92273,late_delivery,2025-01-25 00:43:28
1242,147053,damaged,2024-08-28 19:02:36
1243,164542,damaged,2024-09-28 01:51:02
1244,98070,changed_mind,2025-05-22 05:17:40
1245,103929,changed_mind,2025-04-18 06:56:03
1246,116956,damaged,2024-12-03 02:09:19
1247,76185,late_delivery,2025-01-26 04:40:21
1248,88628,changed_mind,2025-01-21 08:43:34
1249,142393,damaged,2024-11-05 06:52:30
1250,152687,late_delivery,2024-10-04 20:05:18
1251,126203,changed_mind,2024-09-12 17:40:55
1252,56371,changed_mind,2024-11-27 11:13:17
1253,88824,damaged,2024-10-29 01:43:46
1254,190998,changed_mind,2025-05-30 10:52:12
1255,167002,late_delivery,2024-09-17 07:09:56
1256,125530,late_delivery,2024-12-29 11:56:07
1257,180486,damaged,2025-05-14 10:55:57
1258,52739,damaged,2025-02-14 05:18:14
1259,92334,not_as_described,2025-04-28 12:05:34
1260,75382,late_delivery,2025-05-20 14:59:52
1261,179682,late_delivery,2025-06-16 01:54:37
1262,29063,not_as_described,2024-12-30 00:55:55
1263,107568,changed_mind,2025-04-03 05:02:22
1264,194784,damaged,2024-12-26 02:46:58
1265,191578,late_delivery,2025-05-31 02:00:15
1266,62512,changed_mind,2024-10-31 19:00:24
1267,50607,late_delivery,2024-09-05 16:39:08
1268,15002,damaged,2024-10-02 09:27:14
1269,167247,changed_mind,2024-11-21 20:41:35
1270,62124,late_delivery,2025-02-04 04:23:01
1271,136784,not_as_described,2025-06-23 02:30:00
1272,60843,late_delivery,2025-04-29 13:27:48
1273,74163,changed_mind,2025-02-26 16:52:24
1274,82600,not_as_described,2024-11-08 06:13:49
1275,133413,not_as_described,2024-12-16 23:42:11
1276,35639,changed_mind,2025-06-09 09:17:35
1277,119843,damaged,2024-12-27 04:11:23
1278,132236,changed_mind,2025-01-29 17:08:44
1279,51811,late_delivery,2025-03-25 04:13:32
1280,86379,not_as_described,2024-10-03 02:51:44
1281,173558,damaged,2024-07-20 12:09:08
1282,116701,damaged,2025-05-06 20:28:52
1283,42448,changed_mind,2024-12-18 07:45:27
1284,137962,changed_mind,2025-03-08 05:58:42
1285,152782,not_as_described,2024-07-16 21:50:00
1286,170268,damaged,2025-03-13 12:20:19
1287,104515,not_as_described,2024-10-19 21:21:47
1288,58417,damaged,2025-01-23 18:14:05
1289,129343,not_as_described,2024-12-05 17:15:24
1290,82135,late_delivery,2025-07-01 23:08:29
1291,151001,late_delivery,2025-02-12 16:09:43
1292,5386,changed_mind,2024-09-11 03:39:51
1293,105954,late_delivery,2025-03-06 07:39:31
1294,144188,changed_mind,2024-12-31 18:15:49
1295,16701,changed_mind,2025-02-10 03:01:18
1296,111700,late_delivery,2025-04-16 20:54:55
1297,50406,late_delivery,2024-11-22 05:20:42
1298,183015,changed_mind,2025-02-05 13:51:22
1299,78573,late_delivery,2024-10-26 06:27:27
1300,172286,late_delivery,2025-05-23 12:59:16
1301,101370,late_delivery,2024-08-26 06:11:54
1302,101757,not_as_described,2025-01-09 15:24:37
1303,174230,late_delivery,2025-05-17 06:09:31
1304,136052,damaged,2024-12-19 21:28:39
1305,178685,damaged,2025-05-17 02:58:26
1306,102347,late_delivery,2025-04-11 14:00:21
1307,92882,changed_mind,2025-02-22 15:40:57
1308,7408,changed_mind,2024-08-25 21:55:04
1309,9621,late_delivery,2024-10-26 01:00:00
1310,146358,changed_mind,2025-04-09 01:18:26
1311,4704,late_delivery,2024-08-31 17:59:06
1312,62153,damaged,2025-07-02 01:25:49
1313,141804,damaged,2024-12-24 11:02:57
1314,64905,changed_mind,2025-07-03 08:46:00
1315,31599,damaged,2024-10-16 00:15:36
1316,72823,not_as_described,2024-12-15 17:42:57
1317,67402,not_as_described,2024-10-18 22:51:52
1318,131036,late_delivery,2025-01-05 08:48:53
1319,62977,not_as_described,2024-11-05 23:39:03
1320,164013,late_delivery,2025-03-12 22:17:14
1321,71161,not_as_described,2025-03-15 08:39:42
1322,122393,damaged,2025-03-09 03:47:28
1323,169514,not_as_described,2024-07-24 04:45:39
1324,113701,not_as_described,2024-07-21 01:29:15
1325,186053,changed_mind,2025-02-09 07:48:53
1326,164027,changed_mind,2024-09-19 05:30:05
1327,52353,damaged,2025-01-17 21:41:59
1328,49678,damaged,2025-02-07 02:59:49
1329,177342,not_as_described,2025-05-03 21:37:41
1330,150042,not_as_described,2024-12-29 00:58:12
1331,88952,late_delivery,2025-05-02 15:18:41
1332,194260,late_delivery,2025-03-24 03:07:42
1333,188444,changed_mind,2024-07-30 08:53:58
1334,151554,changed_mind,2024-12-15 15:34:42
1335,39725,damaged,2024-08-01 09:20:30
1336,103979,late_delivery,2024-12-20 19:45:39
1337,46963,changed_mind,2024-07-22 08:20:29
1338,59695,not_as_described,2024-08-30 17:00:05
1339,8813,damaged,2025-03-04 17:38:36
1340,193468,changed_mind,2025-04-28 14:04:57
1341,171535,not_as_described,2025-06-29 16:23:48
1342,70528,late_delivery,2025-03-23 14:12:53
1343,119797,damaged,2024-09-26 01:08:42
1344,10048,not_as_described,2024-10-13 14:01:30
1345,148026,not_as_described,2024-11-19 17:03:50
1346,147919,damaged,2024-11-24 18:28:24
1347,189750,late_delivery,2025-03-16 02:05:23
1348,20723,late_delivery,2024-11-02 03:12:17
1349,140627,late_delivery,2025-06-14 09:27:13
1350,107509,late_delivery,2024-11-27 14:48:00
1351,133487,changed_mind,2025-02-18 07:36:18
1352,149603,not_as_described,2024-12-16 19:55:22
1353,12607,late_delivery,2025-06-09 19:32:14
1354,46371,not_as_described,2024-10-27 11:17:16
1355,100835,not_as_described,2025-02-03 11:49:34
1356,114433,late_delivery,2024-07-29 12:49:28
1357,26786,damaged,2025-04-14 07:13:28
1358,175818,not_as_described,2025-07-09 09:03:57
1359,37544,changed_mind,2024-12-12 01:59:47
1360,154108,not_as_described,2024-11-04 13:13:09
1361,83359,damaged,2024-09-30 10:43:41
1362,169960,late_delivery,2025-03-02 13:49:03
1363,167351,damaged,2025-05-16 00:08:26
1364,20874,not_as_described,2025-01-24 13:09:52
1365,198253,not_as_described,2024-07-16 21:49:34
1366,119151,late_delivery,2024-12-26 11:03:57
1367,87062,changed_mind,2025-05-05 00:07:15
1368,21938,changed_mind,2025-04-27 02:02:49
1369,181829,damaged,2024-08-27 01:01:04
1370,86276,late_delivery,2024-11-16 10:05:52
1371,30526,changed_mind,2025-02-07 21:00:42
1372,17484,damaged,2025-02-28 02:22:54
1373,22806,changed_mind,2025-05-26 20:05:42
1374,66682,not_as_described,2024-09-14 13:21:38
1375,119435,changed_mind,2025-03-11 17:01:54
1376,99049,damaged,2025-05-22 12:46:57
1377,40646,changed_mind,2025-06-19 13:57:58
1378,165489,not_as_described,2024-11-27 14:30:24
1379,46998,not_as_described,2024-11-30 08:06:53
1380,199361,late_delivery,2025-05-19 02:25:19
1381,139948,not_as_described,2025-06-05 11:10:51
1382,142156,changed_mind,2024-09-23 12:59:40
1383,175540,damaged,2024-08-03 02:24:06
1384,41142,damaged,2024-12-22 03:39:14
1385,78462,late_delivery,2025-03-03 16:14:09
1386,91235,damaged,2025-02-06 15:31:15
1387,36257,not_as_described,2024-09-07 07:34:46
1388,93025,changed_mind,2025-02-21 16:41:18
1389,193201,changed_mind,2025-06-24 18:13:32
1390,156910,not_as_described,2025-02-25 19:00:13
1391,22293,not_as_described,2025-06-05 06:57:35
1392,63369,late_delivery,2025-05-19 18:04:54
1393,5036,changed_mind,2025-07-02 04:03:12
1394,50092,late_delivery,2024-10-08 21:01:28
1395,27649,changed_mind,2024-08-17 17:07:01
1396,34372,changed_mind,2025-04-21 01:09:27
1397,136402,changed_mind,2024-10-28 04:35:21
1398,41112,changed_mind,2024-12-05 12:12:35
1399,99384,damaged,2024-12-08 08:54:58
1400,42893,not_as_described,2025-06-10 11:13:04
1401,126641,changed_mind,2025-05-11 12:52:40
1402,155315,changed_mind,2025-03-16 01:58:04
1403,76679,not_as_described,2025-07-02 21:03:37
1404,147572,not_as_described,2024-12-07 22:01:30
1405,132011,changed_mind,2024-08-17 07:34:38
1406,199381,changed_mind,2025-04-19 14:05:06
1407,17927,changed_mind,2025-07-09 16:17:33
1408,40839,damaged,2025-02-23 22:06:43
1409,173250,late_delivery,2025-02-03 23:42:22
1410,138401,damaged,2025-05-31 13:15:48
1411,169417,damaged,2025-03-18 11:19:01
1412,55872,late_delivery,2025-04-21 10:20:37
1413,152283,damaged,2024-09-24 09:16:42
1414,18024,changed_mind,2025-03-08 17:20:33
1415,90078,not_as_described,2024-09-08 06:48:32
1416,126107,damaged,2024-11-02 00:26:57
1417,171909,not_as_described,2024-09-01 05:06:13
1418,42310,late_delivery,2025-03-07 23:27:16
1419,119011,changed_mind,2024-11-29 11:13:26
1420,8090,damaged,2025-04-26 16:01:34
1421,57318,damaged,2025-04-06 08:44:41
1422,107346,damaged,2024-09-03 00:38:18
1423,146724,not_as_described,2025-04-22 00:42:11
1424,83434,late_delivery,2025-01-08 09:17:37
1425,196130,damaged,2025-01-26 15:35:42
1426,5007,damaged,2024-10-15 07:37:09
1427,102546,not_as_described,2024-10-02 12:52:41
1428,151822,changed_mind,2025-03-25 23:02:16
1429,10721,damaged,2024-12-27 16:36:48
1430,120890,damaged,2024-12-12 11:03:33
1431,21753,changed_mind,2024-07-11 14:24:27
1432,197775,damaged,2024-11-25 08:49:59
1433,111577,not_as_described,2025-01-27 08:52:48
1434,5601,not_as_described,2025-01-05 08:56:18
1435,11618,changed_mind,2024-07-22 18:03:37
1436,27972,damaged,2024-09-19 18:38:01
1437,44601,changed_mind,2025-02-05 13:07:39
1438,93627,not_as_described,2025-05-08 09:03:39
1439,21730,not_as_described,2024-12-28 02:24:46
1440,56103,not_as_described,2024-11-08 02:36:05
1441,64420,not_as_described,2024-12-21 12:39:03
1442,90001,changed_mind,2025-05-26 15:20:39
1443,78606,changed_mind,2024-10-20 21:44:02
1444,160640,late_delivery,2024-12-26 13:06:27
1445,15072,not_as_described,2025-03-16 19:33:36
1446,198237,late_delivery,2025-02-12 01:48:14
1447,145476,late_delivery,2024-12-28 10:36:36
1448,148674,changed_mind,2024-12-11 15:08:08
1449,70697,damaged,2024-12-03 19:33:41
1450,5032,changed_mind,2025-04-20 08:40:31
1451,167223,changed_mind,2024-11-15 19:38:49
1452,161588,not_as_described,2024-10-10 14:21:32
1453,98796,late_delivery,2025-03-25 21:51:38
1454,37519,late_delivery,2024-12-15 14:44:09
1455,78040,changed_mind,2024-12-09 10:04:32
1456,55391,not_as_described,2025-05-30 01:51:08
1457,82305,damaged,2024-11-08 13:06:45
1458,199485,damaged,2025-02-04 15:08:04
1459,87777,damaged,2024-10-09 02:36:59
1460,71321,late_delivery,2025-02-18 17:36:54
1461,75077,late_delivery,2025-06-01 21:09:37
1462,160500,changed_mind,2025-05-26 07:23:15
1463,49995,late_delivery,2025-03-08 16:30:44
1464,114696,not_as_described,2024-08-31 08:23:38
1465,156287,not_as_described,2025-05-14 04:20:57
1466,101628,late_delivery,2025-03-26 15:54:38
1467,176399,late_delivery,2024-09-13 22:01:31
1468,169358,not_as_described,2025-06-06 20:27:18
1469,122586,late_delivery,2025-02-14 15:33:07
1470,174016,damaged,2025-02-07 03:39:17
1471,123053,changed_mind,2024-10-21 12:38:19
1472,181460,not_as_described,2024-08-02 05:05:28
1473,55032,damaged,2024-09-30 09:55:46
1474,77937,changed_mind,2025-04-12 12:56:36
1475,156179,not_as_described,2024-10-21 02:19:22
1476,116943,changed_mind,2024-08-30 14:28:32
1477,195096,damaged,2025-05-12 06:13:46
1478,142670,changed_mind,2025-03-31 15:39:09
1479,12373,changed_mind,2024-07-17 04:33:58
1480,51476,late_delivery,2025-01-23 10:04:53
1481,72571,not_as_described,2024-09-06 04:15:31
1482,78294,late_delivery,2024-09-20 20:45:26
1483,95399,late_delivery,2025-06-10 08:59:58
1484,110912,late_delivery,2024-08-10 23:12:56
1485,53638,changed_mind,2025-01-09 12:39:41
1486,103010,late_delivery,2025-03-23 17:29:55
1487,63029,not_as_described,2024-07-13 22:26:12
1488,136340,late_delivery,2025-01-17 13:37:12
1489,72037,not_as_described,2024-08-27 16:33:20
1490,187843,damaged,2025-01-30 04:30:52
1491,25153,not_as_described,2024-12-06 07:55:22
1492,110833,late_delivery,2024-08-29 12:11:36
1493,199094,late_delivery,2024-12-01 03:08:38
1494,122645,not_as_described,2025-03-13 07:54:49
1495,118289,changed_mind,2025-05-27 11:47:07
1496,119303,not_as_described,2025-05-18 01:45:03
1497,165102,changed_mind,2025-06-22 14:22:03
1498,43809,damaged,2024-09-23 20:42:57
1499,108844,changed_mind,2024-08-12 20:13:13
1500,120059,damaged,2025-03-15 15:36:16
1501,80487,changed_mind,2025-03-15 05:27:18
1502,67643,not_as_described,2025-03-11 21:04:38
1503,95100,changed_mind,2024-09-10 21:23:46
1504,58162,late_delivery,2024-11-14 01:07:21
1505,130286,damaged,2025-04-30 05:10:34
1506,130081,changed_mind,2025-01-22 09:34:14
1507,37502,changed_mind,2024-07-12 08:00:54
1508,135522,not_as_described,2025-01-30 02:47:52
1509,173712,changed_mind,2024-12-30 01:20:04
1510,168326,damaged,2025-04-15 18:10:33
1511,71449,not_as_described,2024-10-20 21:25:33
1512,78854,changed_mind,2025-04-28 21:52:46
1513,15516,damaged,2025-03-15 01:55:18
1514,58102,damaged,2024-11-24 09:50:56
1515,196842,damaged,2025-06-24 05:35:00
1516,110282,not_as_described,2024-08-21 14:01:12
1517,191503,late_delivery,2025-04-05 12:10:24
1518,168018,damaged,2024-08-29 10:00:03
1519,197580,damaged,2024-07-30 16:17:08
1520,55900,not_as_described,2025-07-10 11:02:06
1521,52047,not_as_described,2024-10-06 17:49:41
1522,56549,not_as_described,2024-09-28 16:28:50
1523,167567,not_as_described,2025-01-16 10:10:46
1524,161023,damaged,2024-10-13 16:28:15
1525,114445,not_as_described,2024-10-08 01:09:12
1526,137141,late_delivery,2024-09-07 10:05:16
1527,137195,damaged,2024-11-30 21:09:23
1528,91227,damaged,2025-06-19 14:02:08
1529,146641,changed_mind,2024-12-03 07:36:53
1530,166134,changed_mind,2025-02-26 11:36:37
1531,7378,changed_mind,2024-09-27 12:03:50
1532,73207,late_delivery,2025-03-23 03:57:06
1533,161627,not_as_described,2024-09-02 14:21:50
1534,143539,damaged,2025-05-03 09:59:34
1535,52016,not_as_described,2024-12-21 11:51:56
1536,147047,damaged,2024-07-24 04:02:13
1537,175026,not_as_described,2025-03-10 00:53:40
1538,8837,damaged,2025-04-23 14:52:27
1539,78224,late_delivery,2024-08-06 18:45:58
1540,168367,not_as_described,2025-04-16 03:56:25
1541,159617,changed_mind,2025-03-09 10:10:35
1542,53675,changed_mind,2024-12-05 20:15:25
1543,139439,changed_mind,2025-01-25 13:30:15
1544,190315,damaged,2024-09-24 23:40:31
1545,28586,late_delivery,2025-05-26 23:45:32
1546,87273,not_as_described,2024-07-23 11:35:36
1547,77073,changed_mind,2025-07-10 01:11:41
1548,165999,not_as_described,2025-07-10 17:31:35
1549,1410,changed_mind,2024-07-18 03:53:00
1550,184041,changed_mind,2025-06-10 14:50:44
1551,74907,damaged,2025-05-19 07:36:07
1552,36258,not_as_described,2024-07-13 09:10:03
1553,105386,damaged,2024-08-09 13:23:06
1554,147197,changed_mind,2025-03-10 11:53:15
1555,35155,changed_mind,2025-02-01 20:11:03
1556,37537,changed_mind,2024-07-20 03:50:32
1557,77641,damaged,2024-11-27 09:52:52
1558,30273,damaged,2025-01-08 14:59:47
1559,17888,damaged,2024-11-09 14:52:00
1560,58196,changed_mind,2025-02-10 00:49:15
1561,73802,damaged,2024-10-25 20:04:10
1562,106027,late_delivery,2025-03-15 13:33:56
1563,33636,not_as_described,2024-12-08 15:45:17
1564,166370,changed_mind,2024-12-21 23:52:42
1565,120053,changed_mind,2024-09-05 00:00:53
1566,198652,changed_mind,2024-09-29 16:36:51
1567,40866,late_delivery,2025-06-11 20:19:58
1568,192749,late_delivery,2025-06-16 22:19:03
1569,149890,not_as_described,2024-10-25 15:41:28
1570,25176,damaged,2025-05-06 01:15:41
1571,8144,changed_mind,2025-04-08 18:06:59
1572,60758,damaged,2024-09-24 18:05:27
1573,3227,changed_mind,2024-08-31 02:56:50
1574,143773,damaged,2024-10-11 20:00:21
1575,175675,changed_mind,2025-02-26 07:38:38
1576,89531,changed_mind,2024-12-28 08:44:21
1577,53475,changed_mind,2024-09-16 14:01:24
1578,53714,changed_mind,2025-06-05 20:02:00
1579,127267,changed_mind,2025-03-06 16:14:23
1580,23101,changed_mind,2024-11-04 13:47:43
1581,51285,late_delivery,2024-08-18 00:01:20
1582,24326,damaged,2025-05-30 14:08:23
1583,152305,late_delivery,2024-10-15 23:37:24
1584,138753,late_delivery,2025-02-15 08:06:26
1585,27631,changed_mind,2025-04-07 18:52:03
1586,58749,changed_mind,2024-11-26 18:24:44
1587,182033,damaged,2024-12-15 11:35:50
1588,100567,late_delivery,2025-05-31 01:31:31
1589,50034,late_delivery,2025-03-31 16:45:41
1590,23173,changed_mind,2025-02-19 18:24:57
1591,62513,damaged,2025-03-28 22:07:33
1592,17051,changed_mind,2025-03-09 17:24:53
1593,158314,not_as_described,2024-12-20 20:17:51
1594,57047,late_delivery,2024-09-04 19:40:47
1595,22812,not_as_described,2025-05-09 07:08:17
1596,125679,late_delivery,2025-04-09 11:28:46
1597,73340,changed_mind,2025-07-06 08:31:59
1598,19683,damaged,2025-05-11 02:46:14
1599,181195,late_delivery,2024-12-18 04:53:48
1600,78948,late_delivery,2024-08-02 10:38:28
1601,79855,not_as_described,2025-05-06 16:21:04
1602,21672,changed_mind,2024-09-20 13:32:07
1603,100854,damaged,2024-08-01 09:59:30
1604,46110,damaged,2024-07-23 03:28:25
1605,5389,not_as_described,2024-12-23 03:54:56
1606,99964,changed_mind,2025-01-05 19:25:48
1607,184552,late_delivery,2025-07-07 21:49:24
1608,168645,changed_mind,2025-01-15 00:21:37
1609,145152,late_delivery,2024-08-18 01:37:03
1610,72215,not_as_described,2024-09-21 14:51:50
1611,107843,damaged,2025-04-04 11:38:50
1612,64518,damaged,2024-10-03 14:54:48
1613,190026,not_as_described,2025-04-22 14:00:43
1614,9107,late_delivery,2024-07-31 05:01:01
1615,97370,not_as_described,2025-05-11 04:36:18
1616,71974,not_as_described,2025-01-27 11:29:09
1617,160333,damaged,2025-01-12 23:16:03
1618,143786,late_delivery,2024-07-16 17:54:03
1619,102264,not_as_described,2025-07-07 03:57:56
1620,181054,damaged,2024-10-21 02:06:34
1621,38068,late_delivery,2024-10-24 19:33:55
1622,180984,changed_mind,2025-03-24 20:23:12
1623,82875,not_as_described,2024-07-27 19:03:46
1624,162067,changed_mind,2025-04-22 19:13:34
1625,173910,late_delivery,2024-10-26 14:48:45
1626,136638,not_as_described,2025-06-19 20:01:40
1627,75571,late_delivery,2024-07-29 01:14:40
1628,87017,changed_mind,2025-05-15 02:08:42
1629,99934,not_as_described,2025-07-04 09:12:12
1630,65536,changed_mind,2024-10-10 11:04:27
1631,91970,late_delivery,2025-03-01 00:09:35
1632,63824,changed_mind,2025-06-17 15:20:23
1633,90953,late_delivery,2024-10-03 09:16:05
1634,51838,damaged,2025-01-04 05:24:17
1635,62025,damaged,2025-04-12 05:08:24
1636,21424,changed_mind,2024-07-26 09:24:39
1637,81066,not_as_described,2025-03-18 02:38:10
1638,74144,damaged,2025-02-04 13:57:35
1639,136692,late_delivery,2024-11-30 16:01:03
1640,152371,not_as_described,2024-12-29 08:34:08
1641,19355,late_delivery,2024-12-29 08:10:43
1642,123393,damaged,2025-03-20 09:57:30
1643,51154,late_delivery,2025-01-21 01:27:29
1644,48968,damaged,2024-08-25 22:57:19
1645,47856,late_delivery,2025-07-01 19:37:22
1646,117999,changed_mind,2025-01-30 15:13:36
1647,184936,not_as_described,2024-11-02 10:46:57
1648,42234,not_as_described,2024-07-22 11:50:24
1649,137788,late_delivery,2024-09-30 03:51:04
1650,189992,not_as_described,2024-09-09 04:42:57
1651,54458,damaged,2024-09-14 01:14:15
1652,132378,late_delivery,2024-09-28 07:57:46
1653,1874,late_delivery,2024-08-17 23:17:56
1654,178306,changed_mind,2025-06-17 06:18:52
1655,181538,damaged,2025-01-29 23:37:41
1656,10551,late_delivery,2024-12-27 12:09:43
1657,65558,not_as_described,2025-07-06 15:22:32
1658,43413,not_as_described,2025-02-02 06:24:18
1659,64916,not_as_described,2025-04-09 06:21:17
1660,124154,late_delivery,2024-12-23 16:33:56
1661,57625,damaged,2024-10-21 12:38:23
1662,132630,changed_mind,2024-10-08 17:15:48
1663,176094,damaged,2024-10-13 05:04:34
1664,173750,changed_mind,2025-01-10 07:09:28
1665,197561,late_delivery,2024-08-13 08:05:45
1666,142123,not_as_described,2024-09-26 03:22:14
1667,68805,late_delivery,2025-05-04 05:48:54
1668,61880,changed_mind,2024-08-11 18:54:51
1669,126094,late_delivery,2025-03-29 19:14:39
1670,171649,damaged,2024-12-02 06:34:45
1671,5878,not_as_described,2024-12-01 13:17:07
1672,9984,changed_mind,2024-08-27 02:35:31
1673,135635,changed_mind,2025-07-09 09:39:23
1674,44951,late_delivery,2024-09-04 09:54:17
1675,146237,not_as_described,2025-01-15 13:23:24
1676,18668,not_as_described,2024-11-09 01:00:56
1677,16643,not_as_described,2024-07-31 09:10:04
1678,87911,damaged,2024-07-19 14:33:17
1679,9919,changed_mind,2025-02-28 14:40:50
1680,180074,damaged,2025-06-02 11:27:35
1681,168342,changed_mind,2024-09-27 14:27:39
1682,177862,late_delivery,2024-10-23 00:11:16
1683,107502,not_as_described,2024-10-19 23:24:44
1684,162510,changed_mind,2025-03-25 20:07:58
1685,115483,not_as_described,2025-04-26 09:33:57
1686,85590,damaged,2025-03-16 16:33:50
1687,158871,damaged,2024-08-27 20:43:58
1688,177564,damaged,2024-08-11 19:32:40
1689,21093,changed_mind,2025-02-10 18:12:52
1690,113316,changed_mind,2025-04-14 08:12:30
1691,163277,changed_mind,2024-12-26 16:37:45
1692,26825,damaged,2024-12-15 20:47:38
1693,154003,changed_mind,2024-12-12 18:49:00
1694,150479,not_as_described,2024-07-23 17:27:09
1695,169610,damaged,2025-01-21 10:50:56
1696,16271,changed_mind,2025-01-23 20:42:33
1697,174015,not_as_described,2025-04-28 22:39:27
1698,143485,not_as_described,2024-07-27 12:06:14
1699,56920,not_as_described,2024-12-20 14:17:05
1700,34040,changed_mind,2024-11-03 22:40:28
1701,68593,changed_mind,2024-10-22 06:48:01
1702,183987,not_as_described,2025-03-25 17:01:42
1703,82866,not_as_described,2025-05-10 01:03:01
1704,155239,late_delivery,2025-03-30 09:44:23
1705,7293,late_delivery,2024-12-17 09:18:07
1706,139859,changed_mind,2024-08-04 13:28:15
1707,197215,damaged,2025-06-03 03:15:29
1708,12426,changed_mind,2024-10-03 23:26:43
1709,154913,not_as_described,2024-10-16 00:30:19
1710,58446,not_as_described,2025-06-23 06:18:04
1711,49157,damaged,2025-04-25 04:42:31
1712,29587,damaged,2024-11-20 11:03:36
1713,50814,damaged,2025-02-02 11:55:58
1714,144137,not_as_described,2025-03-05 22:01:42
1715,40858,changed_mind,2025-06-17 20:17:42
1716,150479,damaged,2024-08-19 21:04:35
1717,94454,not_as_described,2024-11-24 08:26:25
1718,57031,not_as_described,2024-10-22 12:36:47
1719,196024,changed_mind,2025-05-07 01:58:39
1720,130280,damaged,2025-04-29 16:28:58
1721,199332,changed_mind,2024-12-17 02:14:29
1722,63468,changed_mind,2024-12-21 20:59:41
1723,22790,changed_mind,2025-01-10 22:57:59
1724,126580,not_as_described,2024-08-20 10:13:12
1725,28263,damaged,2024-07-29 13:57:09
1726,68952,not_as_described,2024-07-14 16:55:19
1727,165757,damaged,2025-01-25 00:32:02
1728,25354,not_as_described,2024-10-28 22:07:17
1729,169887,changed_mind,2025-04-12 16:06:51
1730,30884,changed_mind,2024-10-18 20:16:04
1731,4845,changed_mind,2025-04-06 08:38:58
1732,4201,changed_mind,2025-01-03 16:23:51
1733,127543,late_delivery,2025-02-22 07:43:52
1734,146936,damaged,2024-08-24 08:26:55
1735,138886,not_as_described,2024-08-16 18:50:33
1736,147276,damaged,2024-08-04 16:53:42
1737,122003,late_delivery,2024-10-07 12:28:27
1738,135541,changed_mind,2025-03-01 14:50:17
1739,186988,not_as_described,2024-12-28 10:26:02
1740,167306,changed_mind,2024-10-20 19:51:11
1741,114482,damaged,2025-05-28 06:12:44
1742,82895,damaged,2024-09-20 03:20:52
1743,83881,damaged,2025-01-15 05:11:16
1744,120384,changed_mind,2025-06-19 17:52:45
1745,161962,damaged,2025-01-10 08:22:32
1746,161494,damaged,2024-10-05 14:45:10
1747,164431,late_delivery,2025-05-21 17:29:57
1748,71717,damaged,2025-07-02 15:55:15
1749,68333,changed_mind,2025-06-09 09:15:04
1750,113789,changed_mind,2025-01-05 09:50:50
1751,16832,changed_mind,2024-07-28 09:24:17
1752,49071,damaged,2025-02-10 13:22:21
1753,44854,not_as_described,2025-03-08 11:22:19
1754,78074,changed_mind,2025-03-18 22:42:39
1755,172136,damaged,2024-12-15 15:54:19
1756,43613,damaged,2024-08-01 07:46:31
1757,140533,damaged,2024-08-15 00:02:04
1758,108741,damaged,2025-02-25 22:44:37
1759,24243,changed_mind,2024-08-29 08:01:43
1760,64683,changed_mind,2024-10-14 22:57:56
1761,114757,late_delivery,2025-03-24 00:26:07
1762,95820,not_as_described,2024-09-03 15:38:33
1763,14359,damaged,2025-03-16 06:02:42
1764,152125,not_as_described,2024-07-14 19:34:03
1765,127220,late_delivery,2024-07-30 03:12:23
1766,119106,late_delivery,2024-10-19 14:54:25
1767,96729,late_delivery,2024-12-20 04:52:59
1768,33237,damaged,2024-09-21 22:53:34
1769,176028,late_delivery,2025-05-13 20:56:30
1770,11074,not_as_described,2025-03-23 22:12:53
1771,189223,not_as_described,2024-09-17 17:55:45
